Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS17160	-0.41596	0.32103	1.68584	0.00000	1.26989	0.00005	hypothetical protein	Replication and repair
sps_RS01610	-1.07520	0.22329	-1.75449	0.05460	-2.82969	0.00005	aldehyde dehydrogenase	Energy production and conversion
sps_RS11825	-1.34272	0.01937	-0.74361	0.50323	-2.08633	0.00006	bifunctional aspartate kinase/homoserine dehydrogenase I	Amino Acid metabolis and transport
sps_RS18520	1.54334	0.00012	0.04104	0.97853	1.58438	0.00006	chemotaxis response regulator protein-glutamate methylesterase	Signal Transduction
sps_RS05805	1.59331	0.00000	-0.47745	0.31611	1.11586	0.00006	LysR family transcriptional regulator	Transcription
sps_RS06960	-0.53465	0.17206	-0.74484	0.09570	-1.27950	0.00006	glutathione S-transferase family protein	Post-translational modification, protein turnover, chaperone functions
sps_RS00330	-0.60157	0.28393	-1.14519	0.03604	-1.74676	0.00006	menaquinone-dependent protoporphyrinogen IX dehydrogenase	Coenzyme metabolism
sps_RS02460	-0.11213	0.87029	-1.44395	0.00060	-1.55609	0.00006	uracil phosphoribosyltransferase	Nucleotide metabolism and transport
sps_RS04310	-0.67815	0.03872	-0.48112	0.38856	-1.15927	0.00007	cysteine hydrolase	Secondary Structure
sps_RS01115	1.34518	0.03731	2.63887	0.00000	3.98405	0.00000	hypothetical protein	Lipid metabolism
sps_RS12835	1.26148	0.01916	0.65466	0.54320	1.91614	0.00007	hypothetical protein	Function Unknown
sps_RS22395	1.63023	0.00063	0.18218	0.92104	1.81240	0.00007	adenylate/guanylate cyclase domain-containing protein	Signal Transduction
sps_RS25650	-0.53309	0.18113	-0.73886	0.09714	-1.27194	0.00008	magnesium transporter	Inorganic ion transport and metabolism
sps_RS02940	0.84666	0.00103	0.13274	0.90265	0.97941	0.00008	ABC transporter ATP-binding protein	Function Unknown
sps_RS15285	1.53987	0.00000	-0.26560	0.82447	1.27428	0.00008	type I secretion system permease/ATPase	Function Unknown
sps_RS10015	-1.31976	0.00001	0.18147	0.89016	-1.13829	0.00008	MerR family DNA-binding transcriptional regulator	Transcription
sps_RS09965	0.01691	0.98768	-1.68756	0.00017	-1.67065	0.00008	GntR family transcriptional regulator	Transcription
sps_RS03870	-0.38475	0.28607	-0.71727	0.04412	-1.10202	0.00008	dihydrolipoyllysine-residue acetyltransferase	Lipid metabolism
sps_RS27640	-0.83413	0.01953	-0.43451	0.55741	-1.26864	0.00008	AraC family transcriptional regulator	Transcription
sps_RS01110	1.00942	0.17620	2.31457	0.00025	3.32399	0.00000	hypothetical protein	Lipid metabolism
sps_RS21330	1.03199	0.00643	0.34267	0.75198	1.37466	0.00009	teicoplanin resistance protein VanZ	Function Unknown
sps_RS24915	-0.71291	0.18755	-0.98845	0.10264	-1.70136	0.00009	cAMP-activated global transcriptional regulator CRP	Signal Transduction
sps_RS19615	0.40025	0.20337	0.56677	0.09898	0.96702	0.00010	hypothetical protein	Function Unknown
sps_RS01090	0.37665	0.67905	2.77627	0.00000	3.15292	0.00000	hypothetical protein	Lipid metabolism
sps_RS24460	0.22399	0.65671	1.01294	0.00547	1.23693	0.00010	hypothetical protein	Signal Transduction
sps_RS21705	1.37485	0.00399	0.34694	0.83464	1.72179	0.00011	RNA polymerase sigma factor	Transcription
sps_RS16310	-1.48433	0.00009	0.03423	0.98236	-1.45010	0.00011	ribonuclease PH	Translation
sps_RS26655	1.48452	0.00019	0.02586	0.98651	1.51038	0.00011	pilus assembly protein PilM	Cell motility
sps_RS17430	-1.59307	0.00003	0.13811	0.93279	-1.45496	0.00012	transcriptional regulator BetI	Transcription
sps_RS27175	0.93177	0.02113	0.46355	0.58729	1.39532	0.00012	hypothetical protein	Function Unknown
sps_RS26690	-1.22782	0.00006	0.06545	0.96217	-1.16237	0.00012	acetylornithine deacetylase	Amino Acid metabolis and transport
sps_RS10180	-0.49082	0.55441	-1.84851	0.00949	-2.33933	0.00012	LysM domain-containing protein	Function Unknown
sps_RS10130	1.71960	0.00001	-0.17758	0.91748	1.54201	0.00012	1,4-dihydroxy-2-naphthoate polyprenyltransferase	Coenzyme metabolism
sps_RS24690	0.73206	0.00916	0.26739	0.72793	0.99945	0.00012	phage shock protein A	Transcription
sps_RS05785	1.24796	0.00000	-0.18614	0.87126	1.06182	0.00012	gonadoliberin III	Function Unknown
sps_RS00455	-1.35905	0.00090	-0.15664	0.92568	-1.51569	0.00012	hypothetical protein	Cell motility
sps_RS01120	0.20288	0.79456	1.53203	0.00219	1.73491	0.00012	hypothetical protein	Energy production and conversion
sps_RS17270	-2.83050	0.00074	-0.29410	0.93028	-3.12459	0.00012	thiol peroxidase	Post-translational modification, protein turnover, chaperone functions
sps_RS26330	1.61167	0.00003	-0.13314	0.93337	1.47852	0.00012	type II/IV secretion system protein	Intracellular trafficking and secretion
sps_RS01105	0.78379	0.30634	2.06837	0.00099	2.85216	0.00000	hypothetical protein	Lipid metabolism
sps_RS21055	0.30033	0.68416	1.51790	0.00466	1.81822	0.00013	molecular chaperone DnaJ	Post-translational modification, protein turnover, chaperone functions
sps_RS24890	-1.40362	0.02045	-0.69708	0.60181	-2.10070	0.00013	TAT leader-containing periplasmic protein	Function Unknown
sps_RS18955	0.64599	0.09267	0.59701	0.26627	1.24300	0.00013	CopG family transcriptional regulator	NA
sps_RS13240	-1.31973	0.00088	-0.13129	0.93566	-1.45102	0.00013	type 3 dihydrofolate reductase	Coenzyme metabolism
sps_RS18605	0.90911	0.04319	0.60780	0.43391	1.51691	0.00013	flagellar hook-length control protein FliK	Cell motility
sps_RS15465	-1.57983	0.00002	0.20182	0.90265	-1.37801	0.00014	DUF4336 domain-containing protein	Function Unknown
sps_RS15885	0.83244	0.32618	-3.35322	0.00000	-2.52078	0.00014	NADH-dependent alcohol dehydrogenase	Energy production and conversion
sps_RS05400	0.40980	0.49703	1.19109	0.01736	1.60089	0.00014	heme-binding protein	Function Unknown
sps_RS11820	-1.25248	0.00174	-0.20299	0.90444	-1.45547	0.00014	homoserine kinase	Amino Acid metabolis and transport
sps_RS00695	-1.68312	0.00002	0.18121	0.91702	-1.50191	0.00014	isoprenoid biosynthesis protein ElbB	Secondary Structure
sps_RS18800	1.44784	0.00083	0.14372	0.93346	1.59156	0.00014	hypothetical protein	Function Unknown
sps_RS18690	2.05411	0.00004	-0.14706	0.94151	1.90705	0.00015	flagellar hook-associated protein FlgK	Cell motility
sps_RS00475	-1.79916	0.00036	-0.05534	0.97734	-1.85451	0.00015	flagellar hook-length control protein FliK	Cell motility
sps_RS05515	-0.83969	0.00087	-0.08415	0.93495	-0.92384	0.00016	gfo/Idh/MocA family oxidoreductase	Function Unknown
sps_RS23435	-0.90046	0.03175	-0.51561	0.53457	-1.41607	0.00016	universal stress protein	Signal Transduction
sps_RS05040	-0.87922	0.03477	-0.52349	0.51785	-1.40270	0.00016	DNA-binding response regulator	Signal Transduction
sps_RS11030	-0.41602	0.60088	-1.65000	0.00991	-2.06602	0.00017	exodeoxyribonuclease VII small subunit	Replication and repair
sps_RS06210	-1.86020	0.02641	-0.99645	0.59117	-2.85665	0.00019	reductase	Inorganic ion transport and metabolism
sps_RS17470	-0.68715	0.17253	2.21341	0.00000	1.52626	0.00019	cysteine synthase A	Amino Acid metabolis and transport
sps_RS02610	-1.35846	0.01503	-0.54870	0.71117	-1.90716	0.00020	chitin-binding protein	Carbohydrate metabolism and transport
sps_RS04935	1.53192	0.00273	0.25873	0.89913	1.79065	0.00020	hypothetical protein	NA
sps_RS13145	-0.36838	0.46701	-0.98925	0.02570	-1.35763	0.00020	aspartate 4-decarboxylase	Amino Acid metabolis and transport
sps_RS15650	-0.34653	0.24029	-0.52395	0.11489	-0.87048	0.00020	DUF4382 domain-containing protein	Function Unknown
sps_RS13725	0.44880	0.29367	0.76184	0.08252	1.21064	0.00020	MFS transporter	Carbohydrate metabolism and transport
sps_RS26400	0.96854	0.01847	0.42070	0.67925	1.38924	0.00020	arginine--tRNA ligase	Translation
sps_RS01785	-1.58783	0.01040	-0.54173	0.76555	-2.12957	0.00020	30S ribosomal protein S7	Translation
sps_RS00300	-1.24294	0.03238	-0.69046	0.55760	-1.93340	0.00020	fatty acid oxidation complex subunit alpha FadB	Lipid metabolism
sps_RS05675	1.48170	0.00008	-0.09273	0.95141	1.38898	0.00020	electron transport complex subunit RsxB	Energy production and conversion
sps_RS13700	-0.95680	0.01425	-0.36603	0.74291	-1.32283	0.00021	menaquinone-dependent protoporphyrinogen IX dehydrogenase	Coenzyme metabolism
sps_RS27230	1.07379	0.06898	0.78948	0.39318	1.86327	0.00021	hypothetical protein	NA
sps_RS13485	0.13501	0.82597	1.15179	0.00317	1.28680	0.00022	hypothetical protein	Transcription
sps_RS14820	1.42450	0.00004	-0.14465	0.91954	1.27985	0.00022	penicillin-insensitive murein endopeptidase	Cell wall/membrane/envelop biogenesis
sps_RS12745	1.33399	0.00007	-0.10338	0.93598	1.23062	0.00023	DUF1449 domain-containing protein	Function Unknown
sps_RS15900	-1.45793	0.00311	-0.27328	0.89550	-1.73121	0.00023	class I poly(R)-hydroxyalkanoic acid synthase	Lipid metabolism
sps_RS03065	1.80449	0.00004	-0.17103	0.92521	1.63346	0.00023	DnaA inactivator Hda	Replication and repair
sps_RS14990	-1.10029	0.00990	-0.35669	0.78685	-1.45699	0.00023	ribonuclease E activity regulator RraA	Coenzyme metabolism
sps_RS17165	-0.61766	0.28578	2.14924	0.00000	1.53157	0.00023	hypothetical protein	NA
sps_RS21315	3.39083	0.00000	-1.65052	0.00106	1.74031	0.00023	hypothetical protein	Function Unknown
sps_RS26380	-1.57875	0.00071	-0.09588	0.96217	-1.67464	0.00023	nuclease	Replication and repair
sps_RS04235	-0.72555	0.06813	-0.54588	0.40502	-1.27143	0.00024	type II toxin-antitoxin system HipA family toxin	Function Unknown
sps_RS19360	1.44861	0.00001	-0.24182	0.85189	1.20679	0.00025	dicarboxylate/amino acid:cation symporter	Energy production and conversion
sps_RS15325	-1.31958	0.02928	-0.68477	0.61317	-2.00436	0.00025	tRNA-His	NA
sps_RS14460	-1.41646	0.00715	-0.38474	0.84042	-1.80120	0.00026	single-stranded DNA-binding protein	Replication and repair
sps_RS25995	-0.22194	0.87366	-2.62260	0.00205	-2.84454	0.00026	PhoH family protein	Signal Transduction
sps_RS09135	0.18332	0.78931	1.30732	0.00430	1.49064	0.00026	TIGR01620 family protein	Function Unknown
sps_RS25035	-1.25099	0.00081	-0.07315	0.96302	-1.32414	0.00026	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	Carbohydrate metabolism and transport
sps_RS14240	-1.68466	0.00270	-0.27465	0.90444	-1.95931	0.00026	ATP-grasp domain-containing protein	Lipid metabolism
sps_RS03920	-1.14181	0.02075	-0.49364	0.69465	-1.63545	0.00027	hypothetical protein	Amino Acid metabolis and transport
sps_RS25945	-0.40857	0.24873	-0.61861	0.13065	-1.02719	0.00027	polysaccharide deacetylase family protein	Carbohydrate metabolism and transport
sps_RS11805	-0.89108	0.01889	-0.36463	0.72892	-1.25571	0.00029	deoxyribonuclease IV	Replication and repair
sps_RS09665	-1.10694	0.00002	0.16230	0.88838	-0.94464	0.00029	LysR family transcriptional regulator	Transcription
sps_RS20985	0.83663	0.10359	0.74361	0.32705	1.58025	0.00029	ATP-dependent zinc metalloprotease FtsH	Post-translational modification, protein turnover, chaperone functions
sps_RS01530	-0.99117	0.05340	-0.64585	0.49703	-1.63701	0.00030	hypothetical protein	NA
sps_RS05730	3.05195	0.00000	1.12756	0.02849	4.17951	0.00000	hypothetical protein	NA
sps_RS01855	-1.49222	0.00672	-0.37367	0.85732	-1.86590	0.00030	50S ribosomal protein L14	Translation
sps_RS15990	-1.62684	0.03529	-0.87865	0.59652	-2.50549	0.00030	nitrous oxide-stimulated promoter family protein	Function Unknown
sps_RS02770	-0.28984	0.64378	-1.19846	0.01219	-1.48829	0.00031	ATP-dependent Clp protease ATP-binding subunit ClpA	Post-translational modification, protein turnover, chaperone functions
sps_RS00325	-0.88121	0.04580	-0.52837	0.54846	-1.40958	0.00033	ArsR family transcriptional regulator	Transcription
sps_RS20345	-1.50714	0.00384	-0.27542	0.90108	-1.78256	0.00033	transcriptional regulator NrdR	Transcription
sps_RS01980	-1.04739	0.01896	-0.41791	0.72793	-1.46530	0.00033	heme lyase CcmF/NrfE family subunit	Post-translational modification, protein turnover, chaperone functions
sps_RS25160	0.21912	0.66135	0.95648	0.01154	1.17561	0.00033	copper chaperone PCu(A)C	Function Unknown
sps_RS07650	-1.18719	0.00041	0.01230	0.99207	-1.17489	0.00034	N-acetyltransferase	Translation
sps_RS23905	-1.50632	0.03560	-0.80316	0.60782	-2.30948	0.00034	DUF3144 domain-containing protein	Function Unknown
sps_RS25180	0.89473	0.09441	1.33081	0.01173	2.22554	0.00000	hypothetical protein	NA
sps_RS22540	0.46423	0.07505	0.33577	0.44631	0.80000	0.00035	ABC transporter ATP-binding protein/permease	Function Unknown
sps_RS01080	0.03585	0.98768	3.02806	0.00065	3.06391	0.00013	hypothetical protein	NA
sps_RS03430	0.85032	0.02714	0.36688	0.69589	1.21720	0.00037	serine hydroxymethyltransferase	Amino Acid metabolis and transport
sps_RS13795	1.54965	0.00002	-0.22487	0.88705	1.32478	0.00037	hypothetical protein	Function Unknown
sps_RS18960	0.15172	0.79118	1.06552	0.00573	1.21724	0.00037	hypothetical protein	Function Unknown
sps_RS26670	-1.96238	0.00017	0.12509	0.95345	-1.83729	0.00037	argininosuccinate synthase	Amino Acid metabolis and transport
sps_RS05685	1.34104	0.00291	0.18766	0.91748	1.52871	0.00038	electron transport complex subunit RsxD	Energy production and conversion
sps_RS25155	0.14319	0.79456	1.02859	0.00562	1.17178	0.00038	DUF2333 domain-containing protein	Function Unknown
sps_RS08030	0.95684	0.01577	0.32850	0.78002	1.28533	0.00038	AcrB/AcrD/AcrF family protein	Function Unknown
sps_RS11430	-1.19163	0.01564	-0.41489	0.78002	-1.60652	0.00038	low-specificity L-threonine aldolase	Amino Acid metabolis and transport
sps_RS00460	-1.66498	0.00118	-0.09072	0.96786	-1.75570	0.00039	flagellar motor stator protein MotA	Cell motility
sps_RS00815	1.04282	0.00676	0.23804	0.87413	1.28085	0.00039	capsule assembly Wzi family protein	Function Unknown
sps_RS14140	-1.09490	0.19856	-1.37458	0.20200	-2.46948	0.00039	nitrate reductase	Energy production and conversion
sps_RS26860	-0.74224	0.15963	-0.80007	0.25848	-1.54231	0.00039	phosphoenolpyruvate carboxykinase	Energy production and conversion
sps_RS22170	0.73847	0.02951	0.33984	0.67956	1.07831	0.00039	ABC transporter substrate-binding protein	Energy production and conversion
sps_RS10315	0.49606	0.08825	0.37673	0.42931	0.87279	0.00041	amidohydrolase	Secondary Structure
sps_RS24125	-1.22855	0.01145	-0.35908	0.84328	-1.58763	0.00042	TonB-dependent siderophore receptor	Inorganic ion transport and metabolism
sps_RS02340	1.51340	0.00008	-0.16127	0.91954	1.35214	0.00043	DUF445 domain-containing protein	Function Unknown
sps_RS02360	-0.41051	0.19166	-0.48853	0.22373	-0.89904	0.00043	asparagine synthase B	Amino Acid metabolis and transport
sps_RS14320	1.04508	0.28009	1.22661	0.29918	2.27169	0.00224	tRNA-Leu	NA
sps_RS01780	-1.17607	0.02463	-0.49358	0.71772	-1.66965	0.00044	30S ribosomal protein S12	Translation
sps_RS00745	1.40704	0.00058	-0.00277	0.99763	1.40427	0.00047	dTDP-4-dehydrorhamnose 3,5-epimerase	Cell wall/membrane/envelop biogenesis
sps_RS06800	1.46176	0.00000	-0.48264	0.30808	0.97912	0.00048	hypothetical protein	Function Unknown
sps_RS08040	-0.87756	0.06549	-0.58273	0.51921	-1.46029	0.00048	peptidase M28	Function Unknown
sps_RS13315	-1.83264	0.00036	0.06771	0.97436	-1.76492	0.00049	EamA/RhaT family transporter	Amino Acid metabolis and transport
sps_RS20350	-1.03540	0.04688	-0.58263	0.59910	-1.61803	0.00050	serine hydroxymethyltransferase	Amino Acid metabolis and transport
sps_RS05120	0.99469	0.11085	-2.92837	0.00000	-1.93368	0.00050	DUF4123 domain-containing protein	Function Unknown
sps_RS01200	0.85408	0.00055	-0.01141	0.99005	0.84268	0.00051	peptidase M14	Amino Acid metabolis and transport
sps_RS11880	-0.43032	0.31397	-0.71825	0.12506	-1.14857	0.00055	hydroxylamine reductase	Energy production and conversion
sps_RS03300	-1.10683	0.03425	-0.52399	0.69465	-1.63082	0.00056	DUF4442 domain-containing protein	Function Unknown
sps_RS21785	0.06749	0.94987	1.76311	0.00258	1.83060	0.00057	porin	Inorganic ion transport and metabolism
sps_RS00115	1.30158	0.00007	-0.16856	0.90444	1.13302	0.00059	type II toxin-antitoxin system HipA family toxin	Function Unknown
sps_RS17155	-0.59830	0.35281	2.17977	0.00001	1.58147	0.00060	ATP-binding protein	Replication and repair
sps_RS11935	-1.37664	0.00001	0.33098	0.72756	-1.04567	0.00061	DUF962 domain-containing protein	Function Unknown
sps_RS13050	-1.37986	0.00001	0.31238	0.74379	-1.06748	0.00061	L-serine ammonia-lyase	Amino Acid metabolis and transport
sps_RS02275	1.45105	0.00078	-0.00234	0.99808	1.44871	0.00061	phytochelatin synthase	Function Unknown
sps_RS22435	0.77035	0.14668	0.72463	0.34228	1.49499	0.00061	ISAs1 family transposase	Replication and repair
sps_RS09900	2.06530	0.29844	0.37624	0.94151	2.44154	0.18764	hypothetical protein	NA
sps_RS05550	-0.13109	0.84333	-1.18366	0.00619	-1.31475	0.00064	acyl-CoA dehydrogenase	Lipid metabolism
sps_RS17935	0.70458	0.00219	0.05068	0.95648	0.75526	0.00064	ABC transporter ATP-binding protein	Function Unknown
sps_RS11760	0.75490	0.03429	0.33967	0.70524	1.09457	0.00066	alanine:cation symporter family protein	Amino Acid metabolis and transport
sps_RS21690	0.77543	0.73012	1.30333	0.74379	2.07876	0.21319	tRNA-Phe	NA
sps_RS01195	0.84475	0.05094	0.44300	0.63917	1.28775	0.00068	amidophosphoribosyltransferase	Function Unknown
sps_RS13690	-1.53685	0.00046	0.06341	0.97218	-1.47344	0.00069	thiol:disulfide interchange protein DsbA/DsbL	Post-translational modification, protein turnover, chaperone functions
sps_RS00125	0.50096	0.55441	1.45453	0.04362	1.95550	0.00075	hypothetical protein	NA
sps_RS27165	0.53314	0.26769	0.75625	0.18345	1.28939	0.00076	formate dehydrogenase	Energy production and conversion
sps_RS17435	-1.32910	0.00880	-0.27536	0.89661	-1.60446	0.00077	betaine-aldehyde dehydrogenase	Energy production and conversion
sps_RS26635	1.07467	0.00000	-0.27557	0.64569	0.79910	0.00077	type IV pilus secretin PilQ	Intracellular trafficking and secretion
sps_RS15150	-0.46152	0.47303	-1.11276	0.06813	-1.57428	0.00077	50S ribosomal protein L11 methyltransferase	Translation
sps_RS16050	-0.84258	0.01498	-0.23485	0.85389	-1.07743	0.00077	hypothetical protein	Function Unknown
sps_RS04595	0.30084	0.57624	0.95386	0.03694	1.25470	0.00078	replication endonuclease	Replication and repair
sps_RS19445	-0.81882	0.07536	-0.54454	0.55917	-1.36335	0.00078	aspartate aminotransferase family protein	Coenzyme metabolism
sps_RS15695	-1.71089	0.01164	-0.41830	0.87751	-2.12919	0.00080	hypothetical protein	Function Unknown
sps_RS10190	0.80257	0.29425	-2.85582	0.00000	-2.05326	0.00080	type VI secretion system tip protein VgrG	Cell wall/membrane/envelop biogenesis
sps_RS22525	-1.23102	0.03873	-0.58855	0.70704	-1.81957	0.00081	histidine phosphatase family protein	Function Unknown
sps_RS15455	0.10195	0.91050	1.45875	0.00547	1.56070	0.00083	GGDEF domain-containing protein	Signal Transduction
sps_RS18590	0.71991	0.13005	0.60503	0.41482	1.32494	0.00083	flagellar motor switch protein FliN	Cell motility
sps_RS09575	1.60384	0.01014	0.34982	0.88796	1.95366	0.00083	AraC family transcriptional regulator	Transcription
sps_RS27575	-0.91297	0.00417	-0.10749	0.93133	-1.02046	0.00083	acireductone synthase	Energy production and conversion
sps_RS03945	-0.99812	0.20070	-1.12614	0.28442	-2.12426	0.00084	NADPH-dependent 2,4-dienoyl-CoA reductase	Energy production and conversion
